ICD10,CC,MCE_AGE_CONDITION,AGE_EDIT_CONDITION,SEX_EDIT_CONDITION,valid_ICD10_2025,valid_ICD10_2026
E7509,119.0,,,,True,True
E7510,119.0,,,,True,True
E7511,119.0,,,,True,True
E7519,119.0,,,,True,True
E7521,27.0,,,,True,True
E7522,27.0,,,,True,True
E7523,119.0,,,,True,True
E75240,27.0,,,,True,True
E75241,27.0,,,,True,True
E75242,27.0,,,,True,True
E75243,27.0,,,,True,True
E75244,27.0,,,,True,True
E75248,27.0,,,,True,True
E75249,27.0,,,,True,True
E7525,119.0,,,,True,True
E7526,119.0,,,,True,True
E7527,119.0,,,,True,True
E7528,119.0,,,,True,True
E7529,119.0,,,,True,True
E753,27.0,,,,True,True
E754,119.0,,,,True,True
E7601,26.0,,,,True,True
E7602,26.0,,,,True,True
E7603,26.0,,,,True,True
E761,26.0,,,,True,True
E76210,26.0,,,,True,True
E76211,26.0,,,,True,True
E76219,26.0,,,,True,True
E7622,26.0,,,,True,True
E7629,26.0,,,,True,True
E763,26.0,,,,True,True
E768,26.0,,,,True,True
E769,26.0,,,,True,True
E770,27.0,,,,True,True
E771,28.0,,age < 21,,True,True
E778,27.0,,,,True,True
E779,27.0,,,,True,True
E7871,97.0,,,,True,True
E7872,97.0,,,,True,True
E791,29.0,,,,True,True
E792,29.0,,,,True,True
E7981,29.0,,,,True,True
E7982,29.0,,,,True,True
E7989,29.0,,,,True,True
E799,29.0,,,,True,True
E800,29.0,,,,True,True
E801,29.0,,,,True,True
E8020,29.0,,,,True,True
E8021,29.0,,,,True,True
E8029,29.0,,,,True,True
E803,29.0,,,,True,True
E8300,29.0,,,,True,True
E8301,29.0,,,,True,True
E8309,29.0,,,,True,True
E83820,28.0,,age < 21,,False,True
E83821,28.0,,age < 21,,False,True
E83822,28.0,,age < 21,,False,True
E83823,28.0,,age < 21,,False,True
E83824,28.0,,age < 21,,False,True
E83825,28.0,,age < 21,,False,True
E840,159.0,,,,True,True
E8411,159.0,age = 0,,,True,True
E8419,159.0,,,,True,True
E848,159.0,,,,True,True
E849,159.0,,,,True,True
E850,29.0,,,,True,True
E851,29.0,,,,True,True
E852,29.0,,,,True,True
E853,29.0,,,,True,True
E854,29.0,,,,True,True
E8581,29.0,,,,True,True
E8582,29.0,,,,True,True
E8589,29.0,,,,True,True
E859,29.0,,,,True,True
E8801,29.0,,,,True,True
E883,8.0,,,,True,True
E8840,28.0,,age < 21,,True,True
E8841,28.0,,age < 21,,True,True
E8842,28.0,,age < 21,,True,True
E8843,28.0,,age < 21,,True,True
E8849,28.0,,age < 21,,True,True
E8889,29.0,,,,True,True
E88A,23.0,,,,True,True
E892,30.0,,,,True,True
E893,30.0,,,,True,True
E896,30.0,,,,True,True
F10130,84.0,,,,True,True
F10131,83.0,,,,True,True
F10132,83.0,,,,True,True
F10139,84.0,,,,True,True
F1014,84.0,,,,True,True
F10150,83.0,,,,True,True
F10151,83.0,,,,True,True
F10159,83.0,,,,True,True
F10180,84.0,,,,True,True
F10181,84.0,,,,True,True
F10182,84.0,,,,True,True
F10188,84.0,,,,True,True
F1020,84.0,,,,True,True
F1021,84.0,,,,True,True
F10220,84.0,,,,True,True
F10221,84.0,,,,True,True
F10229,84.0,,,,True,True
F10230,84.0,,,,True,True
F10231,83.0,,,,True,True
F10232,83.0,,,,True,True
F10239,84.0,,,,True,True
F1024,84.0,,,,True,True
F10250,83.0,,,,True,True
F10251,83.0,,,,True,True
F10259,83.0,,,,True,True
F1026,83.0,,,,True,True
F1027,83.0,,,,True,True
F10280,84.0,,,,True,True
F10281,84.0,,,,True,True
F10282,84.0,,,,True,True
F10288,84.0,,,,True,True
F1029,84.0,,,,True,True
F10930,84.0,,,,True,True
F10931,83.0,,,,True,True
F10932,83.0,,,,True,True
F10939,84.0,,,,True,True
F1094,84.0,,,,True,True
F10950,83.0,,,,True,True
F10951,83.0,,,,True,True
F10959,83.0,,,,True,True
F1096,83.0,,,,True,True
F1097,83.0,,,,True,True
F10980,84.0,,,,True,True
F10981,84.0,,,,True,True
F10982,84.0,,,,True,True
F10988,84.0,,,,True,True
F11120,82.0,,,,True,True
F11121,82.0,,,,True,True
F11122,82.0,,,,True,True
F11129,82.0,,,,True,True
F1113,82.0,,,,True,True
F1114,82.0,,,,True,True
F11150,81.0,,,,True,True
F11151,81.0,,,,True,True
F11159,81.0,,,,True,True
F11181,82.0,,,,True,True
F11182,82.0,,,,True,True
F11188,82.0,,,,True,True
F1119,82.0,,,,True,True
F1120,82.0,,,,True,True
F1121,82.0,,,,True,True
F11220,82.0,,,,True,True
F11221,82.0,,,,True,True
F11222,82.0,,,,True,True
F11229,82.0,,,,True,True
F1123,82.0,,,,True,True
F1124,82.0,,,,True,True
F11250,81.0,,,,True,True
F11251,81.0,,,,True,True
F11259,81.0,,,,True,True
F11281,82.0,,,,True,True
F11282,82.0,,,,True,True
F11288,82.0,,,,True,True
F1129,82.0,,,,True,True
F11920,82.0,,,,True,True
F11921,82.0,,,,True,True
F11922,82.0,,,,True,True
F11929,82.0,,,,True,True
F1193,82.0,,,,True,True
F1194,82.0,,,,True,True
F11950,81.0,,,,True,True
F11951,81.0,,,,True,True
F11959,81.0,,,,True,True
F11981,82.0,,,,True,True
F11982,82.0,,,,True,True
F11988,82.0,,,,True,True
F1199,82.0,,,,True,True
F12120,82.0,,,,True,True
F12121,82.0,,,,True,True
F12122,82.0,,,,True,True
F12129,82.0,,,,True,True
F1213,82.0,,,,True,True
F12150,81.0,,,,True,True
F12151,81.0,,,,True,True
F12159,81.0,,,,True,True
F12180,82.0,,,,True,True
F12188,82.0,,,,True,True
F1219,82.0,,,,True,True
F1220,82.0,,,,True,True
F1221,82.0,,,,True,True
F12220,82.0,,,,True,True
F12221,82.0,,,,True,True
F12222,82.0,,,,True,True
F12229,82.0,,,,True,True
F1223,82.0,,,,True,True
F12250,81.0,,,,True,True
F12251,81.0,,,,True,True
F12259,81.0,,,,True,True
F12280,82.0,,,,True,True
F12288,82.0,,,,True,True
F1229,82.0,,,,True,True
F12920,82.0,,,,True,True
F12921,82.0,,,,True,True
F12922,82.0,,,,True,True
F12929,82.0,,,,True,True
F1293,82.0,,,,True,True
F12950,81.0,,,,True,True
F12951,81.0,,,,True,True
F12959,81.0,,,,True,True
F12980,82.0,,,,True,True
F12988,82.0,,,,True,True
F1299,82.0,,,,True,True
F13120,82.0,,,,True,True
F13121,82.0,,,,True,True
F13129,82.0,,,,True,True
F13130,82.0,,,,True,True
F13131,81.0,,,,True,True
F13132,81.0,,,,True,True
F13139,82.0,,,,True,True
F1314,82.0,,,,True,True
F13150,81.0,,,,True,True
F13151,81.0,,,,True,True
F13159,81.0,,,,True,True
F13180,82.0,,,,True,True
F13181,82.0,,,,True,True
F13182,82.0,,,,True,True
F13188,82.0,,,,True,True
F1319,82.0,,,,True,True
F1320,82.0,,,,True,True
F1321,82.0,,,,True,True
F13220,82.0,,,,True,True
F13221,82.0,,,,True,True
F13229,82.0,,,,True,True
F13230,82.0,,,,True,True
F13231,81.0,,,,True,True
F13232,81.0,,,,True,True
F13239,82.0,,,,True,True
F1324,82.0,,,,True,True
F13250,81.0,,,,True,True
F13251,81.0,,,,True,True
F13259,81.0,,,,True,True
F1326,81.0,,,,True,True
F1327,81.0,,,,True,True
F13280,82.0,,,,True,True
F13281,82.0,,,,True,True
F13282,82.0,,,,True,True
F13288,82.0,,,,True,True
F1329,82.0,,,,True,True
F13920,82.0,,,,True,True
F13921,82.0,,,,True,True
F13929,82.0,,,,True,True
F13930,82.0,,,,True,True
F13931,81.0,,,,True,True
F13932,81.0,,,,True,True
F13939,82.0,,,,True,True
F1394,82.0,,,,True,True
F13950,81.0,,,,True,True
F13951,81.0,,,,True,True
F13959,81.0,,,,True,True
F1396,81.0,,,,True,True
F1397,81.0,,,,True,True
F13980,82.0,,,,True,True
F13981,82.0,,,,True,True
F13982,82.0,,,,True,True
F13988,82.0,,,,True,True
F1399,82.0,,,,True,True
F14120,82.0,,,,True,True
F14121,82.0,,,,True,True
F14122,82.0,,,,True,True
F14129,82.0,,,,True,True
F1413,82.0,,,,True,True
F1414,82.0,,,,True,True
F14150,81.0,,,,True,True
F14151,81.0,,,,True,True
F14159,81.0,,,,True,True
F14180,82.0,,,,True,True
F14181,82.0,,,,True,True
F14182,82.0,,,,True,True
F14188,82.0,,,,True,True
F1419,82.0,,,,True,True
F1420,82.0,,,,True,True
F1421,82.0,,,,True,True
F14220,82.0,,,,True,True
F14221,82.0,,,,True,True
F14222,82.0,,,,True,True
F14229,82.0,,,,True,True
F1423,82.0,,,,True,True
F1424,82.0,,,,True,True
F14250,81.0,,,,True,True
F14251,81.0,,,,True,True
F14259,81.0,,,,True,True
F14280,82.0,,,,True,True
F14281,82.0,,,,True,True
F14282,82.0,,,,True,True
F14288,82.0,,,,True,True
F1429,82.0,,,,True,True
F14920,82.0,,,,True,True
F14921,82.0,,,,True,True
F14922,82.0,,,,True,True
F14929,82.0,,,,True,True
F1493,82.0,,,,True,True
F1494,82.0,,,,True,True
F14950,81.0,,,,True,True
F14951,81.0,,,,True,True
F14959,81.0,,,,True,True
F14980,82.0,,,,True,True
F14981,82.0,,,,True,True
F14982,82.0,,,,True,True
F14988,82.0,,,,True,True
F1499,82.0,,,,True,True
F15120,82.0,,,,True,True
F15121,82.0,,,,True,True
F15122,82.0,,,,True,True
F15129,82.0,,,,True,True
F1513,82.0,,,,True,True
F1514,82.0,,,,True,True
F15150,81.0,,,,True,True
F15151,81.0,,,,True,True
F15159,81.0,,,,True,True
F15180,82.0,,,,True,True
F15181,82.0,,,,True,True
F15182,82.0,,,,True,True
F15188,82.0,,,,True,True
F1519,82.0,,,,True,True
F1520,82.0,,,,True,True
F1521,82.0,,,,True,True
F15220,82.0,,,,True,True
F15221,82.0,,,,True,True
F15222,82.0,,,,True,True
F15229,82.0,,,,True,True
F1523,82.0,,,,True,True
F1524,82.0,,,,True,True
F15250,81.0,,,,True,True
F15251,81.0,,,,True,True
F15259,81.0,,,,True,True
F15280,82.0,,,,True,True
F15281,82.0,,,,True,True
F15282,82.0,,,,True,True
F15288,82.0,,,,True,True
F1529,82.0,,,,True,True
F15920,82.0,,,,True,True
F15921,82.0,,,,True,True
F15922,82.0,,,,True,True
F15929,82.0,,,,True,True
F1593,82.0,,,,True,True
F1594,82.0,,,,True,True
F15950,81.0,,,,True,True
F15951,81.0,,,,True,True
F15959,81.0,,,,True,True
F15980,82.0,,,,True,True
F15981,82.0,,,,True,True
F15982,82.0,,,,True,True
F15988,82.0,,,,True,True
F1599,82.0,,,,True,True
F16120,82.0,,,,True,True
F16121,82.0,,,,True,True
F16122,82.0,,,,True,True
F16129,82.0,,,,True,True
F1614,82.0,,,,True,True
F16150,81.0,,,,True,True
F16151,81.0,,,,True,True
F16159,81.0,,,,True,True
F16180,82.0,,,,True,True
F16183,82.0,,,,True,True
F16188,82.0,,,,True,True
F1619,82.0,,,,True,True
F1620,82.0,,,,True,True
F1621,82.0,,,,True,True
F16220,82.0,,,,True,True
F16221,82.0,,,,True,True
F16229,82.0,,,,True,True
F1624,82.0,,,,True,True
F16250,81.0,,,,True,True
F16251,81.0,,,,True,True
F16259,81.0,,,,True,True
F16280,82.0,,,,True,True
F16283,82.0,,,,True,True
F16288,82.0,,,,True,True
F1629,82.0,,,,True,True
F16920,82.0,,,,True,True
F16921,82.0,,,,True,True
F16929,82.0,,,,True,True
F1694,82.0,,,,True,True
F16950,81.0,,,,True,True
F16951,81.0,,,,True,True
F16959,81.0,,,,True,True
F16980,82.0,,,,True,True
F16983,82.0,,,,True,True
F16988,82.0,,,,True,True
F1699,82.0,,,,True,True
F18120,82.0,,,,True,True
F18121,82.0,,,,True,True
F18129,82.0,,,,True,True
F1814,82.0,,,,True,True
F18150,81.0,,,,True,True
F18151,81.0,,,,True,True
F18159,81.0,,,,True,True
F1817,81.0,,,,True,True
F18180,82.0,,,,True,True
F18188,82.0,,,,True,True
F1819,82.0,,,,True,True
F1820,82.0,,,,True,True
F1821,82.0,,,,True,True
F18220,82.0,,,,True,True
F18221,82.0,,,,True,True
F18229,82.0,,,,True,True
F1824,82.0,,,,True,True
F18250,81.0,,,,True,True
F18251,81.0,,,,True,True
F18259,81.0,,,,True,True
F1827,81.0,,,,True,True
F18280,82.0,,,,True,True
F18288,82.0,,,,True,True
F1829,82.0,,,,True,True
F18920,82.0,,,,True,True
F18921,82.0,,,,True,True
F18929,82.0,,,,True,True
F1894,82.0,,,,True,True
F18950,81.0,,,,True,True
F18951,81.0,,,,True,True
F18959,81.0,,,,True,True
F1897,81.0,,,,True,True
F18980,82.0,,,,True,True
F18988,82.0,,,,True,True
F1899,82.0,,,,True,True
F19120,82.0,,,,True,True
F19121,82.0,,,,True,True
F19122,82.0,,,,True,True
F19129,82.0,,,,True,True
F19130,82.0,,,,True,True
F19131,81.0,,,,True,True
F19132,81.0,,,,True,True
F19139,82.0,,,,True,True
F1914,82.0,,,,True,True
F19150,81.0,,,,True,True
F19151,81.0,,,,True,True
F19159,81.0,,,,True,True
F1916,81.0,,,,True,True
F1917,81.0,,,,True,True
F19180,82.0,,,,True,True
F19181,82.0,,,,True,True
F19182,82.0,,,,True,True
F19188,82.0,,,,True,True
F1919,82.0,,,,True,True
F1920,82.0,,,,True,True
F1921,82.0,,,,True,True
F19220,82.0,,,,True,True
F19221,82.0,,,,True,True
F19222,82.0,,,,True,True
F19229,82.0,,,,True,True
F19230,82.0,,,,True,True
F19231,81.0,,,,True,True
F19232,81.0,,,,True,True
F19239,82.0,,,,True,True
F1924,82.0,,,,True,True
F19250,81.0,,,,True,True
F19251,81.0,,,,True,True
F19259,81.0,,,,True,True
F1926,81.0,,,,True,True
F1927,81.0,,,,True,True
F19280,82.0,,,,True,True
F19281,82.0,,,,True,True
F19282,82.0,,,,True,True
F19288,82.0,,,,True,True
F1929,82.0,,,,True,True
F19920,82.0,,,,True,True
F19921,82.0,,,,True,True
F19922,82.0,,,,True,True
F19929,82.0,,,,True,True
F19930,82.0,,,,True,True
F19931,81.0,,,,True,True
F19932,81.0,,,,True,True
F19939,82.0,,,,True,True
F1994,82.0,,,,True,True
F19950,81.0,,,,True,True
F19951,81.0,,,,True,True
F19959,81.0,,,,True,True
F1996,81.0,,,,True,True
F1997,81.0,,,,True,True
F19980,82.0,,,,True,True
F19981,82.0,,,,True,True
F19982,82.0,,,,True,True
F19988,82.0,,,,True,True
F1999,82.0,,,,True,True
F200,87.1,,age >= 2,,True,True
F201,87.1,,age >= 2,,True,True
F202,87.1,,age >= 2,,True,True
F203,87.1,,age >= 2,,True,True
F205,87.1,,age >= 2,,True,True
F2081,87.1,,age >= 2,,True,True
F2089,87.1,,age >= 2,,True,True
F209,87.1,,age >= 2,,True,True
F21,90.0,,age >= 2,,True,True
F22,87.2,,age >= 2,,True,True
F23,87.2,,age >= 2,,True,True
F24,87.2,,age >= 2,,True,True
F250,87.1,,age >= 2,,True,True
F251,87.1,,age >= 2,,True,True
F258,87.1,,age >= 2,,True,True
F259,87.1,,age >= 2,,True,True
F28,87.2,,age >= 2,,True,True
F29,87.2,,age >= 2,,True,True
F3010,88.0,,age >= 2,,True,True
F3011,88.0,,age >= 2,,True,True
F3012,88.0,,age >= 2,,True,True
F3013,88.0,,age >= 2,,True,True
F302,88.0,,age >= 2,,True,True
F303,88.0,,age >= 2,,True,True
F304,88.0,,age >= 2,,True,True
F308,88.0,,age >= 2,,True,True
F309,88.0,,age >= 2,,True,True
F310,88.0,,age >= 2,,True,True
F3110,88.0,,age >= 2,,True,True
F3111,88.0,,age >= 2,,True,True
F3112,88.0,,age >= 2,,True,True
F3113,88.0,,age >= 2,,True,True
F312,88.0,,age >= 2,,True,True
F3130,88.0,,age >= 2,,True,True
F3131,88.0,,age >= 2,,True,True
F3132,88.0,,age >= 2,,True,True
F314,88.0,,age >= 2,,True,True
F315,88.0,,age >= 2,,True,True
F3160,88.0,,age >= 2,,True,True
F3161,88.0,,age >= 2,,True,True
F3162,88.0,,age >= 2,,True,True
F3163,88.0,,age >= 2,,True,True
F3164,88.0,,age >= 2,,True,True
F3170,88.0,,age >= 2,,True,True
F3171,88.0,,age >= 2,,True,True
F3172,88.0,,age >= 2,,True,True
F3173,88.0,,age >= 2,,True,True
F3174,88.0,,age >= 2,,True,True
F3175,88.0,,age >= 2,,True,True
F3176,88.0,,age >= 2,,True,True
F3177,88.0,,age >= 2,,True,True
F3178,88.0,,age >= 2,,True,True
F3181,88.0,,age >= 2,,True,True
F3189,88.0,,age >= 2,,True,True
F319,88.0,,age >= 2,,True,True
F322,88.0,,age >= 2,,True,True
F323,88.0,,age >= 2,,True,True
F332,88.0,,age >= 2,,True,True
F333,88.0,,age >= 2,,True,True
F3481,88.0,,6 <= age <= 18,,True,True
F440,90.0,,age >= 2,,True,True
F441,90.0,,age >= 2,,True,True
F4481,90.0,,age >= 2,,True,True
F481,90.0,,age >= 2,,True,True
F5000,94.0,,age >= 2,,True,True
F50010,94.0,,age >= 2,,True,True
F50011,94.0,,age >= 2,,True,True
F50012,94.0,,age >= 2,,True,True
F50013,94.0,,age >= 2,,True,True
F50014,94.0,,age >= 2,,True,True
F50019,94.0,,age >= 2,,True,True
F50020,94.0,,age >= 2,,True,True
F50021,94.0,,age >= 2,,True,True
F50022,94.0,,age >= 2,,True,True
F50023,94.0,,age >= 2,,True,True
F50024,94.0,,age >= 2,,True,True
F50029,94.0,,age >= 2,,True,True
F5020,94.0,,age >= 2,,True,True
F5021,94.0,,age >= 2,,True,True
F5022,94.0,,age >= 2,,True,True
F5023,94.0,,age >= 2,,True,True
F5024,94.0,,age >= 2,,True,True
F5025,94.0,,age >= 2,,True,True
F531,87.2,9 <= age <= 64,,,True,True
F600,90.0,,age >= 2,,True,True
F601,90.0,,age >= 2,,True,True
F602,90.0,,age >= 2,,True,True
F603,90.0,,age >= 2,,True,True
F604,90.0,,age >= 2,,True,True
F605,90.0,,age >= 2,,True,True
F606,90.0,,age >= 2,,True,True
F607,90.0,,age >= 2,,True,True
F6081,90.0,,age >= 2,,True,True
F6089,90.0,,age >= 2,,True,True
F609,90.0,,age >= 2,,True,True
F840,102.0,,,,True,True
F842,103.0,,,,True,True
F843,103.0,0 <= age <= 17,,,True,True
F845,103.0,,,,True,True
F848,103.0,,,,True,True
F849,103.0,,,,True,True
G000,3.0,,,,True,True
G001,3.0,,,,True,True
G002,3.0,,,,True,True
G003,3.0,,,,True,True
G008,3.0,,,,True,True
G009,3.0,,,,True,True
G01,3.0,,,,True,True
G02,3.0,,,,True,True
G030,4.0,,,,True,True
G031,4.0,,,,True,True
G032,4.0,,,,True,True
G038,4.0,,,,True,True
G039,4.0,,,,True,True
G0400,3.0,,,,True,True
G0401,3.0,,,,True,True
G0402,3.0,,,,True,True
G041,110.0,,,,True,True
G042,3.0,,,,True,True
G0430,3.0,,,,True,True
G0431,3.0,,,,True,True
G0432,3.0,,,,True,True
G0439,3.0,,,,True,True
G0481,3.0,,,,True,True
G0482,110.0,,,,True,True
G0489,110.0,,,,True,True
G0490,3.0,,,,True,True
G0491,110.0,,,,True,True
G053,3.0,,,,True,True
G054,110.0,,,,True,True
G060,3.0,,,,True,True
G061,3.0,,,,True,True
G062,3.0,,,,True,True
G07,3.0,,,,True,True
G08,3.0,,,,True,True
G10,119.0,,,,True,True
G110,119.0,,,,True,True
G1110,119.0,,,,True,True
G1111,119.0,,,,True,True
G1119,119.0,,,,True,True
G112,119.0,age >= 15,,,True,True
G113,119.0,,,,True,True
G114,119.0,,,,True,True
G115,119.0,,,,True,True
G116,119.0,,,,True,True
G118,119.0,,,,True,True
G119,119.0,,,,True,True
G120,111.0,,,,True,True
G121,111.0,,,,True,True
G1220,111.0,,,,True,True
G1221,111.0,age >= 15,,,True,True
G1222,111.0,,,,True,True
G1223,111.0,,,,True,True
G1224,111.0,,,,True,True
G1225,111.0,,,,True,True
G1229,111.0,,,,True,True
G128,111.0,,,,True,True
G129,111.0,,,,True,True
G130,115.0,,,,True,True
G131,115.0,,,,True,True
G20A1,119.0,,,,True,True
G20A2,119.0,,,,True,True
G20B1,119.0,,,,True,True
G20B2,119.0,,,,True,True
G20C,119.0,,,,True,True
G2111,119.0,,,,True,True
G2119,119.0,,,,True,True
G212,119.0,,,,True,True
G213,119.0,,,,True,True
G214,119.0,,,,True,True
G218,119.0,,,,True,True
G219,119.0,,,,True,True
G230,119.0,,,,True,True
G231,119.0,,,,True,True
G232,119.0,,,,True,True
G233,119.0,,,,True,True
G238,119.0,,,,True,True
G239,119.0,,,,True,True
G3180,119.0,,,,True,True
G3181,119.0,,,,True,True
G3182,119.0,,,,True,True
G3186,119.0,,,,True,True
G320,110.0,,,,True,True
G3281,119.0,,,,True,True
G35,118.0,,,,True,False
G35A,118.0,,,,False,True
G35B0,118.0,,,,False,True
G35B1,118.0,,,,False,True
G35B2,118.0,,,,False,True
G35C0,118.0,,,,False,True
G35C1,118.0,,,,False,True
G35C2,118.0,,,,False,True
G35D,118.0,,,,False,True
G360,118.0,,,,True,True
G370,118.0,,,,True,True
G373,110.0,,,,True,True
G374,110.0,,,,True,True
G375,118.0,,,,True,True
G40001,120.0,,,,True,True
G40009,120.0,,,,True,True
G40011,120.0,,,,True,True
G40019,120.0,,,,True,True
G40101,120.0,,,,True,True
G40109,120.0,,,,True,True
G40111,120.0,,,,True,True
G40119,120.0,,,,True,True
G40201,120.0,,,,True,True
G40209,120.0,,,,True,True
G40211,120.0,,,,True,True
G40219,120.0,,,,True,True
G40301,120.0,,,,True,True
G40309,120.0,,,,True,True
G40311,120.0,,,,True,True
G40319,120.0,,,,True,True
G40401,120.0,,,,True,True
G40409,120.0,,,,True,True
G40411,120.0,,,,True,True
G40419,120.0,,,,True,True
G4042,120.0,,,,True,True
G40501,120.0,,,,True,True
G40509,120.0,,,,True,True
G40801,120.0,,,,True,True
G40802,120.0,,,,True,True
G40803,120.0,,,,True,True
G40804,120.0,,,,True,True
G40811,120.0,,,,True,True
G40812,120.0,,,,True,True
G40813,120.0,,,,True,True
G40814,120.0,,,,True,True
G40821,120.0,,,,True,True
G40822,120.0,,,,True,True
G40823,120.0,,,,True,True
G40824,120.0,,,,True,True
G40833,120.0,,,,True,True
G40834,120.0,,,,True,True
G40841,120.0,,,,True,True
G40842,120.0,,,,True,True
G40843,120.0,,,,True,True
G40844,120.0,,,,True,True
G4089,120.0,,,,True,True
G40901,120.0,,,,True,True
G40909,120.0,,,,True,True
G40911,120.0,,,,True,True
G40919,120.0,,,,True,True
G40A01,120.0,,,,True,True
G40A09,120.0,,,,True,True
G40A11,120.0,,,,True,True
G40A19,120.0,,,,True,True
G40B01,120.0,,,,True,True
G40B09,120.0,,,,True,True
G40B11,120.0,,,,True,True
G40B19,120.0,,,,True,True
G40C01,120.0,,,,True,True
G40C09,120.0,,,,True,True
G40C11,120.0,,,,True,True
G40C19,120.0,,,,True,True
G47411,123.0,,age >= 2,,True,True
G47419,123.0,,age >= 2,,True,True
G47421,123.0,,age >= 2,,True,True
G47429,123.0,,age >= 2,,True,True
G546,254.0,,,,True,True
G547,254.0,,,,True,True
G610,115.0,,,,True,True
G611,115.0,,,,True,True
G6181,115.0,,,,True,True
G6182,115.0,,,,True,True
G6189,115.0,,,,True,True
G619,115.0,,,,True,True
G620,115.0,,,,True,True
G621,115.0,,,,True,True
G622,115.0,,,,True,True
G6281,115.0,,,,True,True
G6282,115.0,,,,True,True
G63,115.0,,,,True,True
G650,115.0,,,,True,True
G651,115.0,,,,True,True
G652,115.0,,,,True,True
G7000,115.0,,,,True,True
G7001,115.0,,,,True,True
G701,115.0,,,,True,True
G702,115.0,,,,True,True
G7080,115.0,,,,True,True
G7081,115.0,,,,True,True
G7089,115.0,,,,True,True
G709,115.0,,,,True,True
G7100,117.0,,,,True,True
G7101,117.0,,,,True,True
G7102,117.0,,,,True,True
G71031,117.0,,,,True,True
G71032,117.0,,,,True,True
G71033,117.0,,,,True,True
G710340,117.0,,,,True,True
G710341,117.0,,,,True,True
G710342,117.0,,,,True,True
G710349,117.0,,,,True,True
G71035,117.0,,,,True,True
G71036,117.0,,,,False,True
G71038,117.0,,,,True,True
G71039,117.0,,,,True,True
G7109,117.0,,,,True,True
G7111,117.0,,,,True,True
G7120,117.0,,,,True,True
G7121,117.0,,,,True,True
G71220,117.0,,,,True,True
G71228,117.0,,,,True,True
G7129,117.0,,,,True,True
G731,115.0,,,,True,True
G733,115.0,,,,True,True
G800,112.0,,,,True,True
G801,113.0,,,,True,True
G802,113.0,,,,True,True
G803,113.0,,,,True,True
G804,113.0,,,,True,True
G808,113.0,,,,True,True
G809,113.0,,,,True,True
G8100,150.0,,,,True,True
G8101,150.0,,,,True,True
G8102,150.0,,,,True,True
G8103,150.0,,,,True,True
G8104,150.0,,,,True,True
G8110,150.0,,,,True,True
G8111,150.0,,,,True,True
G8112,150.0,,,,True,True
G8113,150.0,,,,True,True
G8114,150.0,,,,True,True
G8190,150.0,,,,True,True
G8191,150.0,,,,True,True
G8192,150.0,,,,True,True
G8193,150.0,,,,True,True
G8194,150.0,,,,True,True
G8220,109.0,,,,True,True
G8221,109.0,,,,True,True
G8222,109.0,,,,True,True
G8250,107.0,,,,True,True
G8251,107.0,,,,True,True
G8252,107.0,,,,True,True
G8253,107.0,,,,True,True
G8254,107.0,,,,True,True
G830,151.0,,,,True,True
G8310,151.0,,,,True,True
G8311,151.0,,,,True,True
G8312,151.0,,,,True,True
G8313,151.0,,,,True,True
G8314,151.0,,,,True,True
G8320,151.0,,,,True,True
G8321,151.0,,,,True,True
G8322,151.0,,,,True,True
G8323,151.0,,,,True,True
G8324,151.0,,,,True,True
G8330,151.0,,,,True,True
G8331,151.0,,,,True,True
G8332,151.0,,,,True,True
G8333,151.0,,,,True,True
G8334,151.0,,,,True,True
G834,110.0,,,,True,True
G835,122.0,,,,True,True
G8381,151.0,,,,True,True
G8382,151.0,,,,True,True
G8383,151.0,,,,True,True
G8384,151.0,,,,True,True
G8389,151.0,,,,True,True
G839,151.0,,,,True,True
G901,114.0,,,,True,True
G903,119.0,,,,True,True
G90B,119.0,,,,True,True
G910,121.0,,,,True,True
G911,121.0,,,,True,True
G912,121.0,,,,True,True
G913,121.0,,,,True,True
G914,121.0,,,,True,True
G918,121.0,,,,True,True
G919,121.0,,,,True,True
G931,122.0,,,,True,True
G9342,119.0,,,,True,True
G9343,119.0,,,,True,True
G9344,119.0,age >= 15,,,True,True
G9345,120.0,,,,True,True
G935,122.0,,,,True,True
G936,122.0,,,,True,True
G937,119.0,0 <= age <= 17,,,True,True
G950,110.0,,,,True,True
G9511,110.0,,,,True,True
G9519,110.0,,,,True,True
G9520,110.0,,,,True,True
G9529,110.0,,,,True,True
G9581,110.0,,,,True,True
G9589,110.0,,,,True,True
G959,110.0,,,,True,True
G992,110.0,,,,True,True
H353210,174.0,age >= 15,age >= 21,,True,True
H353211,174.0,age >= 15,age >= 21,,True,True
H353212,174.0,age >= 15,age >= 21,,True,True
H353213,174.0,age >= 15,age >= 21,,True,True
H353220,174.0,age >= 15,age >= 21,,True,True
H353221,174.0,age >= 15,age >= 21,,True,True
H353222,174.0,age >= 15,age >= 21,,True,True
H353223,174.0,age >= 15,age >= 21,,True,True
H353230,174.0,age >= 15,age >= 21,,True,True
H353231,174.0,age >= 15,age >= 21,,True,True
H353232,174.0,age >= 15,age >= 21,,True,True
H353233,174.0,age >= 15,age >= 21,,True,True
H353290,174.0,age >= 15,age >= 21,,True,True
H353291,174.0,age >= 15,age >= 21,,True,True
H353292,174.0,age >= 15,age >= 21,,True,True
H353293,174.0,age >= 15,age >= 21,,True,True
H36811,71.0,,,,True,True
H36812,71.0,,,,True,True
H36813,71.0,,,,True,True
