ICD10,CC,MCE_AGE_CONDITION,AGE_EDIT_CONDITION,SEX_EDIT_CONDITION,valid_ICD10_2025,valid_ICD10_2026
O642XX3,207.0,9 <= age <= 64,,,True,True
O642XX3,208.0,9 <= age <= 64,,,True,True
O642XX4,207.0,9 <= age <= 64,,,True,True
O642XX4,208.0,9 <= age <= 64,,,True,True
O642XX5,207.0,9 <= age <= 64,,,True,True
O642XX5,208.0,9 <= age <= 64,,,True,True
O642XX9,207.0,9 <= age <= 64,,,True,True
O642XX9,208.0,9 <= age <= 64,,,True,True
O643XX0,208.0,9 <= age <= 64,,,True,True
O643XX1,208.0,9 <= age <= 64,,,True,True
O643XX2,208.0,9 <= age <= 64,,,True,True
O643XX3,207.0,9 <= age <= 64,,,True,True
O643XX3,208.0,9 <= age <= 64,,,True,True
O643XX4,207.0,9 <= age <= 64,,,True,True
O643XX4,208.0,9 <= age <= 64,,,True,True
O643XX5,207.0,9 <= age <= 64,,,True,True
O643XX5,208.0,9 <= age <= 64,,,True,True
O643XX9,207.0,9 <= age <= 64,,,True,True
O643XX9,208.0,9 <= age <= 64,,,True,True
O644XX0,208.0,9 <= age <= 64,,,True,True
O644XX1,208.0,9 <= age <= 64,,,True,True
O644XX2,208.0,9 <= age <= 64,,,True,True
O644XX3,207.0,9 <= age <= 64,,,True,True
O644XX3,208.0,9 <= age <= 64,,,True,True
O644XX4,207.0,9 <= age <= 64,,,True,True
O644XX4,208.0,9 <= age <= 64,,,True,True
O644XX5,207.0,9 <= age <= 64,,,True,True
O644XX5,208.0,9 <= age <= 64,,,True,True
O644XX9,207.0,9 <= age <= 64,,,True,True
O644XX9,208.0,9 <= age <= 64,,,True,True
O645XX0,208.0,9 <= age <= 64,,,True,True
O645XX1,208.0,9 <= age <= 64,,,True,True
O645XX2,208.0,9 <= age <= 64,,,True,True
O645XX3,207.0,9 <= age <= 64,,,True,True
O645XX3,208.0,9 <= age <= 64,,,True,True
O645XX4,207.0,9 <= age <= 64,,,True,True
O645XX4,208.0,9 <= age <= 64,,,True,True
O645XX5,207.0,9 <= age <= 64,,,True,True
O645XX5,208.0,9 <= age <= 64,,,True,True
O645XX9,207.0,9 <= age <= 64,,,True,True
O645XX9,208.0,9 <= age <= 64,,,True,True
O648XX0,208.0,9 <= age <= 64,,,True,True
O648XX1,208.0,9 <= age <= 64,,,True,True
O648XX2,208.0,9 <= age <= 64,,,True,True
O648XX3,207.0,9 <= age <= 64,,,True,True
O648XX3,208.0,9 <= age <= 64,,,True,True
O648XX4,207.0,9 <= age <= 64,,,True,True
O648XX4,208.0,9 <= age <= 64,,,True,True
O648XX5,207.0,9 <= age <= 64,,,True,True
O648XX5,208.0,9 <= age <= 64,,,True,True
O648XX9,207.0,9 <= age <= 64,,,True,True
O648XX9,208.0,9 <= age <= 64,,,True,True
O649XX0,208.0,9 <= age <= 64,,,True,True
O649XX1,208.0,9 <= age <= 64,,,True,True
O649XX2,208.0,9 <= age <= 64,,,True,True
O649XX3,207.0,9 <= age <= 64,,,True,True
O649XX3,208.0,9 <= age <= 64,,,True,True
O649XX4,207.0,9 <= age <= 64,,,True,True
O649XX4,208.0,9 <= age <= 64,,,True,True
O649XX5,207.0,9 <= age <= 64,,,True,True
O649XX5,208.0,9 <= age <= 64,,,True,True
O649XX9,207.0,9 <= age <= 64,,,True,True
O649XX9,208.0,9 <= age <= 64,,,True,True
O650,208.0,9 <= age <= 64,,,True,True
O651,208.0,9 <= age <= 64,,,True,True
O652,208.0,9 <= age <= 64,,,True,True
O653,208.0,9 <= age <= 64,,,True,True
O654,208.0,9 <= age <= 64,,,True,True
O655,208.0,9 <= age <= 64,,,True,True
O658,208.0,9 <= age <= 64,,,True,True
O659,208.0,9 <= age <= 64,,,True,True
O660,208.0,9 <= age <= 64,,,True,True
O661,208.0,9 <= age <= 64,,,True,True
O662,208.0,9 <= age <= 64,,,True,True
O663,208.0,9 <= age <= 64,,,True,True
O6640,208.0,9 <= age <= 64,,,True,True
O6641,208.0,9 <= age <= 64,,,True,True
O665,208.0,9 <= age <= 64,,,True,True
O666,207.0,9 <= age <= 64,,,True,True
O666,208.0,9 <= age <= 64,,,True,True
O668,208.0,9 <= age <= 64,,,True,True
O669,208.0,9 <= age <= 64,,,True,True
O670,207.0,9 <= age <= 64,,,True,True
O678,208.0,9 <= age <= 64,,,True,True
O679,208.0,9 <= age <= 64,,,True,True
O68,209.0,9 <= age <= 64,,,True,True
O690XX0,209.0,9 <= age <= 64,,,True,True
O690XX1,208.0,9 <= age <= 64,,,True,True
O690XX1,209.0,9 <= age <= 64,,,True,True
O690XX2,208.0,9 <= age <= 64,,,True,True
O690XX2,209.0,9 <= age <= 64,,,True,True
O690XX3,207.0,9 <= age <= 64,,,True,True
O690XX3,209.0,9 <= age <= 64,,,True,True
O690XX4,207.0,9 <= age <= 64,,,True,True
O690XX4,209.0,9 <= age <= 64,,,True,True
O690XX5,207.0,9 <= age <= 64,,,True,True
O690XX5,209.0,9 <= age <= 64,,,True,True
O690XX9,207.0,9 <= age <= 64,,,True,True
O690XX9,209.0,9 <= age <= 64,,,True,True
O691XX0,209.0,9 <= age <= 64,,,True,True
O691XX1,208.0,9 <= age <= 64,,,True,True
O691XX1,209.0,9 <= age <= 64,,,True,True
O691XX2,208.0,9 <= age <= 64,,,True,True
O691XX2,209.0,9 <= age <= 64,,,True,True
O691XX3,207.0,9 <= age <= 64,,,True,True
O691XX3,209.0,9 <= age <= 64,,,True,True
O691XX4,207.0,9 <= age <= 64,,,True,True
O691XX4,209.0,9 <= age <= 64,,,True,True
O691XX5,207.0,9 <= age <= 64,,,True,True
O691XX5,209.0,9 <= age <= 64,,,True,True
O691XX9,207.0,9 <= age <= 64,,,True,True
O691XX9,209.0,9 <= age <= 64,,,True,True
O692XX0,209.0,9 <= age <= 64,,,True,True
O692XX1,208.0,9 <= age <= 64,,,True,True
O692XX1,209.0,9 <= age <= 64,,,True,True
O692XX2,208.0,9 <= age <= 64,,,True,True
O692XX2,209.0,9 <= age <= 64,,,True,True
O692XX3,207.0,9 <= age <= 64,,,True,True
O692XX3,209.0,9 <= age <= 64,,,True,True
O692XX4,207.0,9 <= age <= 64,,,True,True
O692XX4,209.0,9 <= age <= 64,,,True,True
O692XX5,207.0,9 <= age <= 64,,,True,True
O692XX5,209.0,9 <= age <= 64,,,True,True
O692XX9,207.0,9 <= age <= 64,,,True,True
O692XX9,209.0,9 <= age <= 64,,,True,True
O693XX0,209.0,9 <= age <= 64,,,True,True
O693XX1,208.0,9 <= age <= 64,,,True,True
O693XX1,209.0,9 <= age <= 64,,,True,True
O693XX2,208.0,9 <= age <= 64,,,True,True
O693XX2,209.0,9 <= age <= 64,,,True,True
O693XX3,207.0,9 <= age <= 64,,,True,True
O693XX3,209.0,9 <= age <= 64,,,True,True
O693XX4,207.0,9 <= age <= 64,,,True,True
O693XX4,209.0,9 <= age <= 64,,,True,True
O693XX5,207.0,9 <= age <= 64,,,True,True
O693XX5,209.0,9 <= age <= 64,,,True,True
O693XX9,207.0,9 <= age <= 64,,,True,True
O693XX9,209.0,9 <= age <= 64,,,True,True
O694XX0,207.0,9 <= age <= 64,,,True,True
O694XX1,207.0,9 <= age <= 64,,,True,True
O694XX1,208.0,9 <= age <= 64,,,True,True
O694XX2,207.0,9 <= age <= 64,,,True,True
O694XX2,208.0,9 <= age <= 64,,,True,True
O694XX3,207.0,9 <= age <= 64,,,True,True
O694XX4,207.0,9 <= age <= 64,,,True,True
O694XX5,207.0,9 <= age <= 64,,,True,True
O694XX9,207.0,9 <= age <= 64,,,True,True
O695XX0,209.0,9 <= age <= 64,,,True,True
O695XX1,208.0,9 <= age <= 64,,,True,True
O695XX1,209.0,9 <= age <= 64,,,True,True
O695XX2,208.0,9 <= age <= 64,,,True,True
O695XX2,209.0,9 <= age <= 64,,,True,True
O695XX3,207.0,9 <= age <= 64,,,True,True
O695XX3,209.0,9 <= age <= 64,,,True,True
O695XX4,207.0,9 <= age <= 64,,,True,True
O695XX4,209.0,9 <= age <= 64,,,True,True
O695XX5,207.0,9 <= age <= 64,,,True,True
O695XX5,209.0,9 <= age <= 64,,,True,True
O695XX9,207.0,9 <= age <= 64,,,True,True
O695XX9,209.0,9 <= age <= 64,,,True,True
O6981X0,209.0,9 <= age <= 64,,,True,True
O6981X1,208.0,9 <= age <= 64,,,True,True
O6981X1,209.0,9 <= age <= 64,,,True,True
O6981X2,208.0,9 <= age <= 64,,,True,True
O6981X2,209.0,9 <= age <= 64,,,True,True
O6981X3,207.0,9 <= age <= 64,,,True,True
O6981X3,209.0,9 <= age <= 64,,,True,True
O6981X4,207.0,9 <= age <= 64,,,True,True
O6981X4,209.0,9 <= age <= 64,,,True,True
O6981X5,207.0,9 <= age <= 64,,,True,True
O6981X5,209.0,9 <= age <= 64,,,True,True
O6981X9,207.0,9 <= age <= 64,,,True,True
O6981X9,209.0,9 <= age <= 64,,,True,True
O6982X0,209.0,9 <= age <= 64,,,True,True
O6982X1,208.0,9 <= age <= 64,,,True,True
O6982X1,209.0,9 <= age <= 64,,,True,True
O6982X2,208.0,9 <= age <= 64,,,True,True
O6982X2,209.0,9 <= age <= 64,,,True,True
O6982X3,207.0,9 <= age <= 64,,,True,True
O6982X3,209.0,9 <= age <= 64,,,True,True
O6982X4,207.0,9 <= age <= 64,,,True,True
O6982X4,209.0,9 <= age <= 64,,,True,True
O6982X5,207.0,9 <= age <= 64,,,True,True
O6982X5,209.0,9 <= age <= 64,,,True,True
O6982X9,207.0,9 <= age <= 64,,,True,True
O6982X9,209.0,9 <= age <= 64,,,True,True
O6989X0,209.0,9 <= age <= 64,,,True,True
O6989X1,208.0,9 <= age <= 64,,,True,True
O6989X1,209.0,9 <= age <= 64,,,True,True
O6989X2,208.0,9 <= age <= 64,,,True,True
O6989X2,209.0,9 <= age <= 64,,,True,True
O6989X3,207.0,9 <= age <= 64,,,True,True
O6989X3,209.0,9 <= age <= 64,,,True,True
O6989X4,207.0,9 <= age <= 64,,,True,True
O6989X4,209.0,9 <= age <= 64,,,True,True
O6989X5,207.0,9 <= age <= 64,,,True,True
O6989X5,209.0,9 <= age <= 64,,,True,True
O6989X9,207.0,9 <= age <= 64,,,True,True
O6989X9,209.0,9 <= age <= 64,,,True,True
O699XX0,209.0,9 <= age <= 64,,,True,True
O699XX1,208.0,9 <= age <= 64,,,True,True
O699XX1,209.0,9 <= age <= 64,,,True,True
O699XX2,208.0,9 <= age <= 64,,,True,True
O699XX2,209.0,9 <= age <= 64,,,True,True
O699XX3,207.0,9 <= age <= 64,,,True,True
O699XX3,209.0,9 <= age <= 64,,,True,True
O699XX4,207.0,9 <= age <= 64,,,True,True
O699XX4,209.0,9 <= age <= 64,,,True,True
O699XX5,207.0,9 <= age <= 64,,,True,True
O699XX5,209.0,9 <= age <= 64,,,True,True
O699XX9,207.0,9 <= age <= 64,,,True,True
O699XX9,209.0,9 <= age <= 64,,,True,True
O700,209.0,9 <= age <= 64,,,True,True
O701,209.0,9 <= age <= 64,,,True,True
O7020,209.0,9 <= age <= 64,,,True,True
O7021,209.0,9 <= age <= 64,,,True,True
O7022,209.0,9 <= age <= 64,,,True,True
O7023,209.0,9 <= age <= 64,,,True,True
O703,209.0,9 <= age <= 64,,,True,True
O704,209.0,9 <= age <= 64,,,True,True
O709,209.0,9 <= age <= 64,,,True,True
O7100,210.0,9 <= age <= 64,,,True,True
O7102,210.0,9 <= age <= 64,,,True,True
O7103,210.0,9 <= age <= 64,,,True,True
O711,207.0,9 <= age <= 64,,,True,True
O712,209.0,9 <= age <= 64,,,True,True
O713,209.0,9 <= age <= 64,,,True,True
O714,209.0,9 <= age <= 64,,,True,True
O715,209.0,9 <= age <= 64,,,True,True
O716,209.0,9 <= age <= 64,,,True,True
O717,209.0,9 <= age <= 64,,,True,True
O7181,209.0,9 <= age <= 64,,,True,True
O7182,209.0,9 <= age <= 64,,,True,True
O7189,209.0,9 <= age <= 64,,,True,True
O719,209.0,9 <= age <= 64,,,True,True
O720,208.0,9 <= age <= 64,,,True,True
O721,208.0,9 <= age <= 64,,,True,True
O722,208.0,9 <= age <= 64,,,True,True
O723,208.0,9 <= age <= 64,,,True,True
O730,209.0,9 <= age <= 64,,,True,True
O731,209.0,9 <= age <= 64,,,True,True
O740,207.0,9 <= age <= 64,,,True,True
O741,207.0,9 <= age <= 64,,,True,True
O742,207.0,9 <= age <= 64,,,True,True
O743,207.0,9 <= age <= 64,,,True,True
O744,209.0,9 <= age <= 64,,,True,True
O745,209.0,9 <= age <= 64,,,True,True
O746,209.0,9 <= age <= 64,,,True,True
O747,207.0,9 <= age <= 64,,,True,True
O748,209.0,9 <= age <= 64,,,True,True
O749,209.0,9 <= age <= 64,,,True,True
O750,209.0,9 <= age <= 64,,,True,True
O751,207.0,9 <= age <= 64,,,True,True
O752,209.0,9 <= age <= 64,,,True,True
O753,207.0,9 <= age <= 64,,,True,True
O754,207.0,9 <= age <= 64,,,True,True
O755,208.0,9 <= age <= 64,,,True,True
O7581,209.0,9 <= age <= 64,,,True,True
O7582,209.0,9 <= age <= 64,,,True,True
O7589,209.0,9 <= age <= 64,,,True,True
O759,209.0,9 <= age <= 64,,,True,True
O76,209.0,9 <= age <= 64,,,True,True
O770,209.0,9 <= age <= 64,,,True,True
O771,209.0,9 <= age <= 64,,,True,True
O778,209.0,9 <= age <= 64,,,True,True
O779,209.0,9 <= age <= 64,,,True,True
O80,209.0,9 <= age <= 64,,,True,True
O82,209.0,9 <= age <= 64,,,True,True
O85,207.0,9 <= age <= 64,,,True,True
O8600,209.0,9 <= age <= 64,,,True,True
O8601,209.0,9 <= age <= 64,,,True,True
O8602,208.0,9 <= age <= 64,,,True,True
O8603,208.0,9 <= age <= 64,,,True,True
O8604,207.0,9 <= age <= 64,,,True,True
O8609,209.0,9 <= age <= 64,,,True,True
O8611,209.0,9 <= age <= 64,,,True,True
O8612,207.0,9 <= age <= 64,,,True,True
O8613,209.0,9 <= age <= 64,,,True,True
O8619,209.0,9 <= age <= 64,,,True,True
O8620,209.0,9 <= age <= 64,,,True,True
O8621,209.0,9 <= age <= 64,,,True,True
O8622,209.0,9 <= age <= 64,,,True,True
O8629,209.0,9 <= age <= 64,,,True,True
O864,209.0,9 <= age <= 64,,,True,True
O8681,207.0,9 <= age <= 64,,,True,True
O8689,207.0,9 <= age <= 64,,,True,True
O870,209.0,9 <= age <= 64,,,True,True
O871,207.0,9 <= age <= 64,,,True,True
O872,209.0,9 <= age <= 64,,,True,True
O873,207.0,9 <= age <= 64,,,True,True
O874,209.0,9 <= age <= 64,,,True,True
O878,209.0,9 <= age <= 64,,,True,True
O879,209.0,9 <= age <= 64,,,True,True
O88011,210.0,9 <= age <= 64,,,True,True
O88012,210.0,9 <= age <= 64,,,True,True
O88013,210.0,9 <= age <= 64,,,True,True
O88019,210.0,9 <= age <= 64,,,True,True
O8802,207.0,9 <= age <= 64,,,True,True
O8803,207.0,9 <= age <= 64,,,True,True
O88111,210.0,9 <= age <= 64,,,True,True
O88112,210.0,9 <= age <= 64,,,True,True
O88113,210.0,9 <= age <= 64,,,True,True
O88119,210.0,9 <= age <= 64,,,True,True
O8812,207.0,9 <= age <= 64,,,True,True
O8813,207.0,9 <= age <= 64,,,True,True
O88211,210.0,9 <= age <= 64,,,True,True
O88212,210.0,9 <= age <= 64,,,True,True
O88213,210.0,9 <= age <= 64,,,True,True
O88219,210.0,9 <= age <= 64,,,True,True
O8822,207.0,9 <= age <= 64,,,True,True
O8823,207.0,9 <= age <= 64,,,True,True
O88311,210.0,9 <= age <= 64,,,True,True
O88312,210.0,9 <= age <= 64,,,True,True
O88313,210.0,9 <= age <= 64,,,True,True
O88319,210.0,9 <= age <= 64,,,True,True
O8832,207.0,9 <= age <= 64,,,True,True
O8833,207.0,9 <= age <= 64,,,True,True
O88811,210.0,9 <= age <= 64,,,True,True
O88812,210.0,9 <= age <= 64,,,True,True
O88813,210.0,9 <= age <= 64,,,True,True
O88819,210.0,9 <= age <= 64,,,True,True
O8882,207.0,9 <= age <= 64,,,True,True
O8883,207.0,9 <= age <= 64,,,True,True
O8901,207.0,9 <= age <= 64,,,True,True
O8909,207.0,9 <= age <= 64,,,True,True
O891,207.0,9 <= age <= 64,,,True,True
O892,207.0,9 <= age <= 64,,,True,True
O893,209.0,9 <= age <= 64,,,True,True
O894,209.0,9 <= age <= 64,,,True,True
O895,209.0,9 <= age <= 64,,,True,True
O896,207.0,9 <= age <= 64,,,True,True
O898,209.0,9 <= age <= 64,,,True,True
O899,209.0,9 <= age <= 64,,,True,True
O900,209.0,9 <= age <= 64,,,True,True
O901,209.0,9 <= age <= 64,,,True,True
O902,209.0,9 <= age <= 64,,,True,True
O903,207.0,9 <= age <= 64,,,True,True
O9041,207.0,9 <= age <= 64,,,True,True
O9049,207.0,9 <= age <= 64,,,True,True
O905,209.0,9 <= age <= 64,,,True,True
O906,208.0,9 <= age <= 64,,,True,True
O9081,209.0,9 <= age <= 64,,,True,True
O9089,209.0,9 <= age <= 64,,,True,True
O909,209.0,9 <= age <= 64,,,True,True
O91011,212.0,9 <= age <= 64,,,True,True
O91012,212.0,9 <= age <= 64,,,True,True
O91013,212.0,9 <= age <= 64,,,True,True
O91019,212.0,9 <= age <= 64,,,True,True
O91111,212.0,9 <= age <= 64,,,True,True
O91112,212.0,9 <= age <= 64,,,True,True
O91113,212.0,9 <= age <= 64,,,True,True
O91119,212.0,9 <= age <= 64,,,True,True
O91211,212.0,9 <= age <= 64,,,True,True
O91212,212.0,9 <= age <= 64,,,True,True
O91213,212.0,9 <= age <= 64,,,True,True
O91219,212.0,9 <= age <= 64,,,True,True
O92011,212.0,9 <= age <= 64,,,True,True
O92012,212.0,9 <= age <= 64,,,True,True
O92013,212.0,9 <= age <= 64,,,True,True
O92019,212.0,9 <= age <= 64,,,True,True
O92111,212.0,9 <= age <= 64,,,True,True
O92112,212.0,9 <= age <= 64,,,True,True
O92113,212.0,9 <= age <= 64,,,True,True
O92119,212.0,9 <= age <= 64,,,True,True
O98011,211.0,9 <= age <= 64,,,True,True
O98012,211.0,9 <= age <= 64,,,True,True
O98013,211.0,9 <= age <= 64,,,True,True
O98019,211.0,9 <= age <= 64,,,True,True
O9802,208.0,9 <= age <= 64,,,True,True
O9803,208.0,9 <= age <= 64,,,True,True
O98111,212.0,9 <= age <= 64,,,True,True
O98112,212.0,9 <= age <= 64,,,True,True
O98113,212.0,9 <= age <= 64,,,True,True
O98119,212.0,9 <= age <= 64,,,True,True
O9812,209.0,9 <= age <= 64,,,True,True
O9813,209.0,9 <= age <= 64,,,True,True
O98211,212.0,9 <= age <= 64,,,True,True
O98212,212.0,9 <= age <= 64,,,True,True
O98213,212.0,9 <= age <= 64,,,True,True
O98219,212.0,9 <= age <= 64,,,True,True
O9822,209.0,9 <= age <= 64,,,True,True
O9823,209.0,9 <= age <= 64,,,True,True
O98311,212.0,9 <= age <= 64,,,True,True
O98312,212.0,9 <= age <= 64,,,True,True
O98313,212.0,9 <= age <= 64,,,True,True
O98319,212.0,9 <= age <= 64,,,True,True
O9832,209.0,9 <= age <= 64,,,True,True
O9833,209.0,9 <= age <= 64,,,True,True
O98411,212.0,9 <= age <= 64,,,True,True
O98412,212.0,9 <= age <= 64,,,True,True
O98413,212.0,9 <= age <= 64,,,True,True
O98419,212.0,9 <= age <= 64,,,True,True
O9842,209.0,9 <= age <= 64,,,True,True
O9843,209.0,9 <= age <= 64,,,True,True
O98511,212.0,9 <= age <= 64,,,True,True
O98512,212.0,9 <= age <= 64,,,True,True
O98513,212.0,9 <= age <= 64,,,True,True
O98519,212.0,9 <= age <= 64,,,True,True
O9852,209.0,9 <= age <= 64,,,True,True
O9853,209.0,9 <= age <= 64,,,True,True
O98611,212.0,9 <= age <= 64,,,True,True
O98612,212.0,9 <= age <= 64,,,True,True
O98613,212.0,9 <= age <= 64,,,True,True
O98619,211.0,9 <= age <= 64,,,True,True
O9862,208.0,9 <= age <= 64,,,True,True
O9863,208.0,9 <= age <= 64,,,True,True
O98711,212.0,9 <= age <= 64,,,True,True
O98712,212.0,9 <= age <= 64,,,True,True
O98713,212.0,9 <= age <= 64,,,True,True
O98719,212.0,9 <= age <= 64,,,True,True
O9872,209.0,9 <= age <= 64,,,True,True
O9873,209.0,9 <= age <= 64,,,True,True
O98811,212.0,9 <= age <= 64,,,True,True
O98812,212.0,9 <= age <= 64,,,True,True
O98813,212.0,9 <= age <= 64,,,True,True
O98819,212.0,9 <= age <= 64,,,True,True
O9882,209.0,9 <= age <= 64,,,True,True
O9883,209.0,9 <= age <= 64,,,True,True
O98911,212.0,9 <= age <= 64,,,True,True
O98912,212.0,9 <= age <= 64,,,True,True
O98913,212.0,9 <= age <= 64,,,True,True
O98919,212.0,9 <= age <= 64,,,True,True
O9892,209.0,9 <= age <= 64,,,True,True
O9893,209.0,9 <= age <= 64,,,True,True
O99011,212.0,9 <= age <= 64,,,True,True
O99012,212.0,9 <= age <= 64,,,True,True
O99013,212.0,9 <= age <= 64,,,True,True
O99019,212.0,9 <= age <= 64,,,True,True
O9902,209.0,9 <= age <= 64,,,True,True
O9903,209.0,9 <= age <= 64,,,True,True
O99111,211.0,9 <= age <= 64,,,True,True
O99112,211.0,9 <= age <= 64,,,True,True
O99113,211.0,9 <= age <= 64,,,True,True
O99119,211.0,9 <= age <= 64,,,True,True
O9912,208.0,9 <= age <= 64,,,True,True
O9913,208.0,9 <= age <= 64,,,True,True
O99210,212.0,9 <= age <= 64,,,True,True
O99211,212.0,9 <= age <= 64,,,True,True
O99212,212.0,9 <= age <= 64,,,True,True
O99213,212.0,9 <= age <= 64,,,True,True
O99214,209.0,9 <= age <= 64,,,True,True
O99215,209.0,9 <= age <= 64,,,True,True
O99280,212.0,9 <= age <= 64,,,True,True
O99281,212.0,9 <= age <= 64,,,True,True
O99282,212.0,9 <= age <= 64,,,True,True
O99283,212.0,9 <= age <= 64,,,True,True
O99284,209.0,9 <= age <= 64,,,True,True
O99285,209.0,9 <= age <= 64,,,True,True
O99310,211.0,9 <= age <= 64,,,True,True
O99311,211.0,9 <= age <= 64,,,True,True
O99312,211.0,9 <= age <= 64,,,True,True
O99313,211.0,9 <= age <= 64,,,True,True
O99314,208.0,9 <= age <= 64,,,True,True
O99315,208.0,9 <= age <= 64,,,True,True
O99320,211.0,9 <= age <= 64,,,True,True
O99321,211.0,9 <= age <= 64,,,True,True
O99322,211.0,9 <= age <= 64,,,True,True
O99323,211.0,9 <= age <= 64,,,True,True
O99324,208.0,9 <= age <= 64,,,True,True
O99325,208.0,9 <= age <= 64,,,True,True
O99330,212.0,9 <= age <= 64,,,True,True
O99331,212.0,9 <= age <= 64,,,True,True
O99332,212.0,9 <= age <= 64,,,True,True
O99333,212.0,9 <= age <= 64,,,True,True
O99334,209.0,9 <= age <= 64,,,True,True
O99335,209.0,9 <= age <= 64,,,True,True
O99340,211.0,9 <= age <= 64,,,True,True
O99341,211.0,9 <= age <= 64,,,True,True
O99342,211.0,9 <= age <= 64,,,True,True
O99343,211.0,9 <= age <= 64,,,True,True
O99344,208.0,9 <= age <= 64,,,True,True
O99345,208.0,9 <= age <= 64,,,True,True
O99350,212.0,9 <= age <= 64,,,True,True
O99351,212.0,9 <= age <= 64,,,True,True
O99352,212.0,9 <= age <= 64,,,True,True
O99353,212.0,9 <= age <= 64,,,True,True
O99354,209.0,9 <= age <= 64,,,True,True
O99355,209.0,9 <= age <= 64,,,True,True
O99411,210.0,9 <= age <= 64,,,True,True
O99412,210.0,9 <= age <= 64,,,True,True
O99413,210.0,9 <= age <= 64,,,True,True
O99419,210.0,9 <= age <= 64,,,True,True
O9942,207.0,9 <= age <= 64,,,True,True
O9943,207.0,9 <= age <= 64,,,True,True
O99511,212.0,9 <= age <= 64,,,True,True
O99512,212.0,9 <= age <= 64,,,True,True
O99513,212.0,9 <= age <= 64,,,True,True
O99519,212.0,9 <= age <= 64,,,True,True
O9952,209.0,9 <= age <= 64,,,True,True
O9953,209.0,9 <= age <= 64,,,True,True
O99611,212.0,9 <= age <= 64,,,True,True
O99612,212.0,9 <= age <= 64,,,True,True
O99613,212.0,9 <= age <= 64,,,True,True
O99619,212.0,9 <= age <= 64,,,True,True
O9962,209.0,9 <= age <= 64,,,True,True
O9963,209.0,9 <= age <= 64,,,True,True
O99711,212.0,9 <= age <= 64,,,True,True
O99712,212.0,9 <= age <= 64,,,True,True
O99713,212.0,9 <= age <= 64,,,True,True
O99719,212.0,9 <= age <= 64,,,True,True
O9972,209.0,9 <= age <= 64,,,True,True
O9973,209.0,9 <= age <= 64,,,True,True
O99810,212.0,9 <= age <= 64,,,True,True
O99814,209.0,9 <= age <= 64,,,True,True
O99815,209.0,9 <= age <= 64,,,True,True
O99820,212.0,9 <= age <= 64,,,True,True
O99824,209.0,9 <= age <= 64,,,True,True
O99825,209.0,9 <= age <= 64,,,True,True
O99830,212.0,9 <= age <= 64,,,True,True
O99834,209.0,9 <= age <= 64,,,True,True
O99835,209.0,9 <= age <= 64,,,True,True
O99840,212.0,9 <= age <= 64,,,True,True
O99841,212.0,9 <= age <= 64,,,True,True
O99842,212.0,9 <= age <= 64,,,True,True
O99843,212.0,9 <= age <= 64,,,True,True
O99844,209.0,9 <= age <= 64,,,True,True
O99845,209.0,9 <= age <= 64,,,True,True
O99891,212.0,9 <= age <= 64,,,True,True
O99892,209.0,9 <= age <= 64,,,True,True
O99893,209.0,9 <= age <= 64,,,True,True
O9A111,212.0,9 <= age <= 64,,,True,True
O9A112,212.0,9 <= age <= 64,,,True,True
O9A113,212.0,9 <= age <= 64,,,True,True
O9A119,212.0,9 <= age <= 64,,,True,True
O9A12,209.0,9 <= age <= 64,,,True,True
O9A13,209.0,9 <= age <= 64,,,True,True
O9A211,212.0,9 <= age <= 64,,,True,True
O9A212,212.0,9 <= age <= 64,,,True,True
O9A213,212.0,9 <= age <= 64,,,True,True
O9A219,212.0,9 <= age <= 64,,,True,True
O9A22,209.0,9 <= age <= 64,,,True,True
O9A23,209.0,9 <= age <= 64,,,True,True
O9A311,212.0,9 <= age <= 64,,,True,True
O9A312,212.0,9 <= age <= 64,,,True,True
O9A313,212.0,9 <= age <= 64,,,True,True
O9A319,212.0,9 <= age <= 64,,,True,True
O9A32,209.0,9 <= age <= 64,,,True,True
O9A33,209.0,9 <= age <= 64,,,True,True
O9A411,212.0,9 <= age <= 64,,,True,True
O9A412,212.0,9 <= age <= 64,,,True,True
O9A413,212.0,9 <= age <= 64,,,True,True
O9A419,212.0,9 <= age <= 64,,,True,True
O9A42,209.0,9 <= age <= 64,,,True,True
O9A43,209.0,9 <= age <= 64,,,True,True
O9A511,212.0,9 <= age <= 64,,,True,True
O9A512,212.0,9 <= age <= 64,,,True,True
O9A513,212.0,9 <= age <= 64,,,True,True
O9A519,212.0,9 <= age <= 64,,,True,True
O9A52,209.0,9 <= age <= 64,,,True,True
O9A53,209.0,9 <= age <= 64,,,True,True
P0270,2.0,,,,True,True
P040,82.0,,age < 2,,True,True
P0411,82.0,,age < 2,,True,True
P0412,82.0,,age < 2,,True,True
P0413,82.0,,age < 2,,True,True
P0414,82.0,,age < 2,,True,True
P0415,82.0,,age < 2,,True,True
P0416,82.0,,age < 2,,True,True
P0417,82.0,,age < 2,,True,True
P0418,82.0,,age < 2,,True,True
P0419,82.0,,age < 2,,True,True
P041A,82.0,,age < 2,,True,True
P042,82.0,,age < 2,,True,True
P043,82.0,,age < 2,,True,True
P0440,82.0,,age < 2,,True,True
P0441,82.0,,age < 2,,True,True
P0442,82.0,,age < 2,,True,True
P0449,82.0,,age < 2,,True,True
P045,82.0,,age < 2,,True,True
P046,82.0,,age < 2,,True,True
P0481,82.0,,age < 2,,True,True
